Elapsed_Seconds,Temp_C,Freq_MHz,Mem_Used_MB
25.6385,43.55,2400.0,2255.9
25.8383,44.65,2400.0,2255.9
26.0346,44.65,2400.0,2255.9
26.2356,43.55,2400.0,2255.9
26.4358,44.10,2400.0,2255.9
26.6356,43.55,2400.0,2242.3
26.8373,44.10,2400.0,2241.7
27.0352,45.20,2400.0,2242.9
27.2383,43.00,2400.0,2242.9
27.4372,42.45,2400.0,2240.8
27.6354,43.55,2400.0,2232.1
27.8351,43.00,2400.0,2232.1
28.0366,45.20,2400.0,2233.0
28.2369,44.65,2400.0,2233.8
28.4381,45.20,2400.0,2232.6
28.6355,44.65,2400.0,2222.1
28.8357,45.20,2400.0,2221.8
29.0359,43.00,2400.0,2221.8
29.2364,45.20,2400.0,2221.8
29.4414,45.75,2400.0,2221.7
29.6364,45.20,2400.0,2217.9
29.8361,45.20,2400.0,2217.7
30.0368,44.65,2400.0,2216.9
30.2373,45.75,2400.0,2217.4
30.4379,45.20,2400.0,2217.4
30.6370,45.75,2400.0,2215.1
30.8413,45.20,2400.0,2215.7
31.0385,45.20,2400.0,2215.2
31.2372,45.20,2400.0,2215.0
31.4384,44.10,2400.0,2212.2
31.6390,46.30,2400.0,2205.3
31.8386,44.65,2400.0,2206.1
32.0387,46.30,2400.0,2207.4
32.2393,46.85,2400.0,2209.2
32.4457,45.20,2400.0,2207.6
32.6429,45.75,2400.0,2199.9
32.8418,46.30,2400.0,2200.6
33.0417,46.85,2400.0,2199.9
33.2430,46.85,2400.0,2199.9
33.4430,45.75,2400.0,2199.2
33.6432,45.75,2400.0,2196.6
33.8532,45.20,2400.0,2195.8
34.0436,45.20,2400.0,2194.2
34.2427,44.65,2400.0,2194.2
34.4428,44.65,2400.0,2192.0
34.6426,44.10,2400.0,2190.4
34.8426,45.75,2400.0,2192.2
35.0452,46.30,2400.0,2191.6
35.2427,45.75,2400.0,2190.4
35.4447,45.75,2400.0,2190.0
35.6452,46.30,2400.0,2188.1
35.8450,46.85,2400.0,2188.7
36.0497,46.30,2400.0,2189.1
36.2501,46.85,2400.0,2189.2
36.4504,45.75,2400.0,2188.8
36.6498,46.85,2400.0,2184.5
36.8496,46.85,2400.0,2183.9
37.0511,47.40,2400.0,2183.8
37.2515,46.85,2400.0,2184.1
37.4507,45.20,2400.0,2182.9
37.6538,46.85,2400.0,2180.9
37.8535,46.30,2400.0,2178.5
38.0513,46.85,2400.0,2179.7
38.2502,45.75,2400.0,2180.7
38.4511,46.85,2400.0,2179.6
38.6507,46.85,2400.0,2177.6
38.8509,46.85,2400.0,2177.0
39.0521,47.40,2400.0,2177.4
39.2548,45.75,2400.0,2177.4
39.4549,46.85,2400.0,2178.4
39.6535,46.85,2400.0,2174.8
39.8551,47.95,2400.0,2172.2
40.0574,47.95,2400.0,2172.2
40.2610,47.40,2400.0,2172.2
40.4598,46.30,2400.0,2172.2
40.6582,46.85,2400.0,2170.3
40.8572,47.40,2400.0,2167.4
41.0578,46.85,2400.0,2168.7
41.2581,45.75,2400.0,2168.7
41.4575,46.85,2400.0,2168.1
41.6611,45.75,2400.0,2167.1
41.8598,47.40,2400.0,2166.7
42.0597,47.40,2400.0,2166.7
42.2591,47.40,2400.0,2166.3
42.4623,46.85,2400.0,2167.0
42.6593,46.85,2400.0,2164.8
42.8585,47.40,2400.0,2164.4
43.0589,47.95,2400.0,2165.9
43.2599,47.40,2400.0,2166.5
43.4620,46.85,2400.0,2166.8
43.6614,46.30,2400.0,2163.1
43.8631,47.95,2400.0,2164.3
44.0620,45.75,2400.0,2164.7
44.2613,47.40,2400.0,2164.4
44.4654,46.30,2400.0,2162.2
44.6618,45.75,2400.0,2160.5
44.8636,47.40,2400.0,2160.5
45.0617,47.95,2400.0,2160.0
45.2637,47.40,2400.0,2160.5
45.4634,47.40,2400.0,2160.7
45.6653,46.30,2400.0,2159.5
45.8640,47.95,2400.0,2159.7
46.0639,47.40,2400.0,2160.6
46.2632,47.95,2400.0,2160.6
46.4664,47.95,2400.0,2160.6
46.6643,47.95,2400.0,2160.0
46.8647,48.50,2400.0,2159.3
47.0647,46.85,2400.0,2158.8
47.2636,47.95,2400.0,2158.8
47.4647,46.85,2400.0,2159.0
47.6646,49.05,2400.0,2157.3
47.8678,48.50,2400.0,2157.0
48.0664,49.05,2400.0,2158.1
48.2690,46.85,2400.0,2157.9
48.4650,49.05,2400.0,2158.1
48.6646,48.50,2400.0,2157.6
48.8660,47.40,2400.0,2157.4
49.0695,49.05,2400.0,2156.2
49.2641,48.50,2400.0,2156.2
49.4640,49.60,2400.0,2158.5
49.6657,47.95,2400.0,2157.8
49.8689,47.95,2400.0,2157.2
50.0654,48.50,2400.0,2157.2
50.2652,48.50,2400.0,2157.7
50.4658,50.15,2400.0,2156.3
50.6667,49.05,2400.0,2155.2
50.8724,50.15,2400.0,2154.5
51.0705,48.50,2400.0,2154.5
51.2656,47.95,2400.0,2154.5
51.4695,49.05,2400.0,2155.5
51.6670,49.05,2400.0,2154.8
51.8659,49.05,2400.0,2154.8
52.0674,48.50,2400.0,2153.6
52.2691,50.15,2400.0,2154.4
52.4673,50.15,2400.0,2152.6
52.6672,50.70,2400.0,2152.2
52.8666,49.05,2400.0,2152.9
53.0680,50.15,2400.0,2152.9
53.2696,50.15,2400.0,2152.9
53.4691,50.15,2400.0,2154.3
53.6709,49.60,2400.0,2153.9
53.8685,49.60,2400.0,2153.9
54.0695,50.15,2400.0,2153.9
54.2697,50.15,2400.0,2155.2
54.4706,50.15,2400.0,2154.6
54.6705,49.60,2400.0,2153.7
54.8705,50.15,2400.0,2153.7
55.0745,50.15,2400.0,2153.4
55.2708,50.15,2400.0,2154.0
55.4705,50.15,2400.0,2153.0
55.6755,49.05,2400.0,2151.6
55.8738,50.15,2400.0,2150.9
56.0772,49.60,2400.0,2150.9
56.2736,50.70,2400.0,2150.6
56.4735,47.95,2400.0,2150.0
56.6799,49.60,2400.0,2150.1
56.8772,50.15,2400.0,2150.1
57.0786,49.60,2400.0,2150.1
57.2774,49.05,2400.0,2150.8
57.4773,51.25,2400.0,2152.2
57.6778,51.25,2400.0,2152.1
57.8774,50.15,2400.0,2152.3
58.0774,49.60,2400.0,2152.1
58.2771,51.25,2400.0,2152.5
58.4780,51.25,2400.0,2151.4
58.6773,50.70,2400.0,2151.0
58.8817,50.15,2400.0,2151.0
59.0815,49.60,2400.0,2150.6
59.2816,50.70,2400.0,2150.8
59.4826,51.25,2400.0,2150.1
59.6818,48.50,2400.0,2149.8
59.8839,50.70,2400.0,2150.5
60.0830,50.70,2400.0,2150.5
60.2853,51.25,2400.0,2150.9
60.4821,51.25,2400.0,2150.3
60.6859,50.15,2400.0,2149.0
60.8835,50.70,2400.0,2149.4
61.0823,51.25,2400.0,2149.4
61.2841,51.25,2400.0,2149.8
61.4853,50.70,2400.0,2150.7
61.6832,50.70,2400.0,2149.7
61.8837,49.60,2400.0,2149.4
62.0838,49.60,2400.0,2150.0
62.2867,49.60,2400.0,2150.7
62.4868,51.80,2400.0,2149.8
62.6851,51.80,2400.0,2149.3
62.8866,50.15,2400.0,2149.0
63.0872,49.05,2400.0,2149.5
63.2853,49.05,2400.0,2150.3
63.4874,50.15,2400.0,2149.4
63.6876,51.80,2400.0,2148.6
63.8888,50.70,2400.0,2148.4
64.0881,50.70,2400.0,2148.6
64.2871,52.35,2400.0,2149.2
64.4910,50.70,2400.0,2147.7
64.6866,50.70,2400.0,2147.7
64.8875,49.60,2400.0,2148.8
65.0875,49.60,2400.0,2149.9
65.2905,50.70,2400.0,2150.2
65.4870,50.70,2400.0,2149.9
65.6895,51.25,2400.0,2149.6
65.8878,50.15,2400.0,2149.8
66.0898,51.80,2400.0,2149.8
66.2870,51.25,2400.0,2149.8
66.4874,50.70,2400.0,2150.5
66.6877,51.25,2400.0,2149.7
66.8882,51.80,2400.0,2150.1
67.0930,50.15,2400.0,2150.1
67.2881,51.25,2400.0,2150.4
67.4878,50.15,2400.0,2147.3
67.6877,51.25,2400.0,2147.7
67.8891,49.60,2400.0,2149.6
68.0883,52.35,2400.0,2149.6
68.2932,50.70,2400.0,2149.8
68.4896,50.70,2400.0,2149.7
68.6897,52.35,2400.0,2149.3
68.8959,51.80,2400.0,2149.2
69.0890,51.25,2400.0,2149.2
69.2887,51.25,2400.0,2149.2
69.4946,51.80,2400.0,2148.4
69.6890,51.80,2400.0,2148.1
69.8909,51.80,2400.0,2147.8
70.0909,51.80,2400.0,2147.8
70.2907,51.25,2400.0,2147.8
70.4896,52.90,2400.0,2146.7
70.6911,51.80,2400.0,2146.6
70.8941,52.35,2400.0,2146.0
71.0902,51.80,2400.0,2146.0
71.2914,52.90,2400.0,2146.0
71.4911,51.25,2400.0,2146.0
71.6915,52.35,2400.0,2146.9
71.8919,52.90,2400.0,2146.9
72.0917,52.35,2400.0,2146.9
72.2930,51.80,2400.0,2147.8
72.4950,51.80,2400.0,2147.8
72.6952,52.35,2400.0,2147.7
72.8936,52.35,2400.0,2147.5
73.0960,53.45,2400.0,2145.7
73.2973,52.90,2400.0,2145.7
73.4988,54.00,2400.0,2146.4
73.7029,51.80,2400.0,2145.9
73.9028,54.00,2400.0,2146.1
74.1064,52.90,2400.0,2146.5
74.3017,54.00,2400.0,2147.1
74.5012,53.45,2400.0,2145.8
74.7014,52.90,2400.0,2146.2
74.9024,52.90,2400.0,2146.2
75.1049,53.45,2400.0,2146.0
75.3068,52.90,2400.0,2146.0
75.5070,52.35,2400.0,2144.7
75.7061,53.45,2400.0,2145.5
75.9068,52.90,2400.0,2145.5
76.1069,54.00,2400.0,2146.0
76.3059,52.35,2400.0,2146.4
76.5103,53.45,2400.0,2146.3
76.7073,53.45,2400.0,2145.9
76.9092,53.45,2400.0,2146.4
77.1071,52.35,2400.0,2146.6
77.3092,53.45,2400.0,2146.6
77.5062,51.25,2400.0,2146.0
77.7106,53.45,2400.0,2144.7
77.9082,52.90,2400.0,2144.7
78.1093,52.90,2400.0,2145.1
78.3085,54.55,2400.0,2145.6
78.5083,51.80,2400.0,2146.8
78.7083,52.90,2400.0,2147.8
78.9090,52.90,2400.0,2147.8
79.1070,52.90,2400.0,2148.1
79.3153,52.35,2400.0,2148.6
79.5086,52.90,2400.0,2148.9
79.7075,53.45,2400.0,2148.3
79.9076,53.45,2400.0,2148.7
80.1074,54.00,2400.0,2148.7
80.3096,52.35,2400.0,2148.7
80.5079,52.90,2400.0,2147.9
80.7085,54.00,2400.0,2146.9
80.9154,53.45,2400.0,2147.1
81.1082,54.00,2400.0,2147.1
81.3132,53.45,2400.0,2147.3
81.5081,53.45,2400.0,2147.1
81.7136,51.80,2400.0,2145.1
81.9098,54.00,2400.0,2145.3
82.1160,53.45,2400.0,2145.3
82.3104,53.45,2400.0,2145.3
82.5135,54.00,2400.0,2147.5
82.7101,52.90,2400.0,2146.8
82.9106,54.00,2400.0,2147.4
83.1099,53.45,2400.0,2147.4
83.3114,54.55,2400.0,2147.6
83.5110,54.55,2400.0,2148.7
83.7094,52.90,2400.0,2149.1
83.9111,54.00,2400.0,2148.9
84.1099,53.45,2400.0,2148.9
84.3132,54.55,2400.0,2148.9
84.5126,53.45,2400.0,2146.2
84.7102,52.35,2400.0,2146.2
84.9118,52.90,2400.0,2144.9
85.1134,54.00,2400.0,2145.3
85.3139,52.90,2400.0,2146.3
85.5178,54.00,2400.0,2145.9
85.7151,53.45,2400.0,2145.2
85.9139,53.45,2400.0,2145.2
86.1153,54.55,2400.0,2145.4
86.3174,54.00,2400.0,2145.4
86.5147,54.55,2400.0,2145.9
86.7157,53.45,2400.0,2145.6
86.9173,55.10,2400.0,2145.6
87.1159,54.00,2400.0,2146.0
87.3204,54.00,2400.0,2146.2
87.5184,54.55,2400.0,2145.4
87.7175,54.55,2400.0,2148.2
87.9161,54.55,2400.0,2149.4
88.1165,56.20,2400.0,2149.4
88.3172,55.10,2400.0,2147.9
88.5187,55.65,2400.0,2146.0
88.7179,54.55,2400.0,2145.1
88.9215,54.00,2400.0,2145.3
89.1176,54.00,2400.0,2146.3
89.3212,55.10,2400.0,2146.3
89.5191,55.10,2400.0,2147.0
89.7183,55.65,2400.0,2146.5
89.9223,55.65,2400.0,2146.5
90.1192,55.10,2400.0,2147.2
90.3228,53.45,2400.0,2147.2
90.5226,52.90,2400.0,2147.5
90.7230,55.65,2400.0,2147.2
90.9255,55.10,2400.0,2147.5
91.1267,56.20,2400.0,2147.7
91.3231,54.00,2400.0,2147.7
91.5253,56.20,2400.0,2145.0
91.7256,54.55,2400.0,2146.3
91.9234,54.55,2400.0,2146.3
92.1238,54.00,2400.0,2146.3
92.3267,54.00,2400.0,2146.6
92.5259,54.55,2400.0,2146.0
92.7248,56.20,2400.0,2145.9
92.9225,54.55,2400.0,2145.4
93.1271,54.55,2400.0,2145.8
93.3226,55.65,2400.0,2146.1
93.5249,55.10,2400.0,2146.0
93.7280,55.10,2400.0,2145.7
93.9251,55.65,2400.0,2146.8
94.1257,55.10,2400.0,2147.0
94.3262,55.10,2400.0,2147.0
94.5268,55.65,2400.0,2146.9
94.7315,55.65,2400.0,2146.9
94.9270,56.20,2400.0,2147.3
95.1274,54.55,2400.0,2147.6
95.3273,55.10,2400.0,2147.6
95.5261,54.00,2400.0,2144.8
95.7267,56.20,2400.0,2145.0
95.9263,55.10,2400.0,2145.8
96.1263,56.20,2400.0,2146.9
96.3291,55.65,2400.0,2147.5
96.5269,56.20,2400.0,2147.3
96.7292,56.20,2400.0,2146.8
96.9311,55.10,2400.0,2146.8
97.1286,56.20,2400.0,2146.8
97.3275,54.55,2400.0,2147.2
97.5272,55.65,2400.0,2146.4
97.7275,54.55,2400.0,2145.7
97.9306,55.65,2400.0,2145.7
98.1277,55.65,2400.0,2145.9
98.3292,55.10,2400.0,2146.3
98.5295,55.65,2400.0,2146.1
98.7282,55.65,2400.0,2145.8
98.9297,56.20,2400.0,2145.4
99.1292,57.30,2400.0,2145.4
99.3307,55.10,2400.0,2145.9
99.5335,54.55,2400.0,2145.8
99.7303,56.75,2400.0,2145.5
99.9312,55.65,2400.0,2145.3
100.1338,56.75,2400.0,2145.3
100.3348,56.75,2400.0,2145.3
100.5373,56.20,2400.0,2145.2
100.7377,55.10,2400.0,2145.6
100.9438,55.65,2400.0,2145.6
101.1422,56.75,2400.0,2146.3
101.3423,56.20,2400.0,2146.5
101.5427,55.65,2400.0,2145.7
101.7415,56.75,2400.0,2145.9
101.9473,56.20,2400.0,2146.1
102.1435,57.30,2400.0,2146.1
102.3420,56.75,2400.0,2146.5
102.5456,55.10,2400.0,2146.8
102.7424,56.75,2400.0,2147.3
102.9432,56.20,2400.0,2146.8
103.1431,55.10,2400.0,2147.1
103.3468,56.20,2400.0,2147.3
103.5440,56.20,2400.0,2145.2
103.7424,57.30,2400.0,2145.2
103.9440,56.20,2400.0,2145.7
104.1452,56.20,2400.0,2145.7
104.3445,56.20,2400.0,2145.7
104.5461,55.65,2400.0,2144.7
104.7434,55.65,2400.0,2143.5
104.9448,56.20,2400.0,2144.2
105.1446,56.20,2400.0,2145.4
105.3432,56.20,2400.0,2145.6
105.5509,56.75,2400.0,2146.5
105.7452,56.75,2400.0,2146.9
105.9449,56.20,2400.0,2146.8
106.1492,56.75,2400.0,2147.3
106.3468,55.10,2400.0,2147.5
106.5458,57.30,2400.0,2147.7
106.7473,55.10,2400.0,2146.6
106.9456,56.20,2400.0,2146.6
107.1469,55.65,2400.0,2146.5
107.3464,56.75,2400.0,2146.5
107.5497,56.75,2400.0,2147.2
107.7495,57.30,2400.0,2146.8
107.9463,55.10,2400.0,2146.6
108.1477,57.30,2400.0,2146.6
108.3462,56.20,2400.0,2146.7
108.5479,58.40,2400.0,2145.0
108.7496,57.30,2400.0,2144.9
108.9495,55.65,2400.0,2145.6
109.1478,56.75,2400.0,2145.8
109.3468,57.85,2400.0,2145.8
109.5465,57.30,2400.0,2145.1
109.7492,57.30,2400.0,2145.1
109.9495,57.85,2400.0,2145.5
110.1507,57.30,2400.0,2145.4
110.3511,56.75,2400.0,2145.4
110.5507,56.20,2400.0,2144.7
110.7513,56.20,2400.0,2144.7
110.9510,56.75,2400.0,2145.2
111.1509,57.85,2400.0,2145.2
111.3517,57.30,2400.0,2145.2
111.5504,56.75,2400.0,2145.2
111.7501,56.20,2400.0,2144.8
111.9507,56.75,2400.0,2144.5
112.1545,57.85,2400.0,2144.9
112.3536,55.65,2400.0,2144.9
112.5549,56.75,2400.0,2144.3
112.7541,56.75,2400.0,2145.1
112.9614,56.20,2400.0,2145.6
113.1564,58.40,2400.0,2146.2
113.3585,57.85,2400.0,2146.2
113.5538,58.95,2400.0,2147.0
113.7586,57.30,2400.0,2147.8
113.9595,58.40,2400.0,2147.6
114.1614,56.75,2400.0,2147.6
114.3591,58.40,2400.0,2148.0
114.5589,57.85,2400.0,2148.0
114.7602,56.20,2400.0,2147.8
114.9594,58.95,2400.0,2147.8
115.1610,58.40,2400.0,2147.8
115.3626,59.50,2400.0,2147.8
115.5619,58.95,2400.0,2147.5
115.7611,56.75,2400.0,2147.3
115.9611,58.40,2400.0,2146.8
116.1660,57.85,2400.0,2147.0
116.3620,56.75,2400.0,2147.2
116.5617,57.85,2400.0,2145.2
116.7653,56.75,2400.0,2144.6
116.9628,57.30,2400.0,2144.6
117.1631,57.85,2400.0,2144.6
117.3623,58.40,2400.0,2144.6
117.5622,57.30,2400.0,2145.2
117.7697,58.95,2400.0,2145.6
117.9634,58.40,2400.0,2146.7
118.1645,57.85,2400.0,2146.7
118.3626,57.85,2400.0,2146.5
118.5642,58.40,2400.0,2145.9
118.7639,57.85,2400.0,2145.6
118.9648,58.40,2400.0,2145.6
119.1658,57.30,2400.0,2145.9
119.3631,58.40,2400.0,2146.2
119.5650,58.95,2400.0,2146.1
119.7632,58.95,2400.0,2146.0
119.9636,58.40,2400.0,2145.8
120.1646,58.40,2400.0,2146.6
120.3646,58.40,2400.0,2146.6
120.5652,57.85,2400.0,2145.4
120.7645,58.40,2400.0,2145.6
120.9654,58.95,2400.0,2145.6
121.1647,58.95,2400.0,2145.6
121.3704,59.50,2400.0,2145.2
121.5642,58.40,2400.0,2146.0
121.7646,58.95,2400.0,2145.6
121.9643,58.40,2400.0,2146.0
122.1715,58.40,2400.0,2146.0
122.3648,59.50,2400.0,2146.0
122.5659,59.50,2400.0,2146.7
122.7663,58.40,2400.0,2146.1
122.9653,58.95,2400.0,2146.5
123.1667,59.50,2400.0,2146.7
123.3668,58.95,2400.0,2147.1
123.5661,57.85,2400.0,2147.1
123.7692,59.50,2400.0,2146.8
123.9673,58.95,2400.0,2147.0
124.1658,60.05,2400.0,2147.0
124.3671,58.95,2400.0,2146.6
124.5695,59.50,2400.0,2144.2
124.7662,58.40,2400.0,2144.2
124.9732,60.05,2400.0,2144.4
125.1706,59.50,2400.0,2144.9
125.3671,58.95,2400.0,2144.8
125.5667,58.95,2400.0,2145.1
125.7681,59.50,2400.0,2144.4
125.9707,60.05,2400.0,2145.0
126.1686,58.40,2400.0,2145.2
126.3691,58.40,2400.0,2145.2
126.5683,57.85,2400.0,2144.6
126.7693,60.05,2400.0,2145.0
126.9682,59.50,2400.0,2145.5
127.1683,59.50,2400.0,2145.5
127.3683,59.50,2400.0,2145.8
127.5685,60.05,2400.0,2145.8
127.7747,59.50,2400.0,2145.3
127.9677,60.05,2400.0,2145.3
128.1686,59.50,2400.0,2145.3
128.3692,59.50,2400.0,2145.3
128.5680,59.50,2400.0,2145.4
128.7700,60.05,2400.0,2145.2
128.9695,58.40,2400.0,2145.4
129.1701,59.50,2400.0,2145.7
129.3698,60.05,2400.0,2145.9
129.5686,58.95,2400.0,2145.6
129.7688,60.05,2400.0,2145.3
129.9699,58.95,2400.0,2145.6
130.1692,60.05,2400.0,2145.6
130.3735,58.40,2400.0,2145.4
130.5708,58.95,2400.0,2144.7
130.7708,60.05,2400.0,2144.7
130.9747,60.05,2400.0,2145.1
131.1733,60.05,2400.0,2145.1
131.3751,60.60,2400.0,2145.5
131.5737,61.15,2400.0,2146.1
131.7783,60.05,2400.0,2146.1
131.9750,60.05,2400.0,2146.1
132.1813,58.95,2400.0,2146.1
132.3750,61.70,2400.0,2146.1
132.5776,59.50,2400.0,2145.8
132.7744,60.60,2400.0,2143.2
132.9746,60.60,2400.0,2143.5
133.1845,61.15,2400.0,2143.7
133.3784,59.50,2400.0,2144.2
133.5789,61.70,2400.0,2144.4
133.7774,60.60,2400.0,2144.3
133.9814,60.60,2400.0,2144.3
134.1780,59.50,2400.0,2144.3
134.3783,60.60,2400.0,2144.2
134.5817,60.60,2400.0,2144.5
134.7792,61.15,2400.0,2144.5
134.9783,59.50,2400.0,2146.1
135.1785,59.50,2400.0,2145.7
135.3793,60.05,2400.0,2145.7
135.5784,61.70,2400.0,2145.9
135.7828,61.70,2400.0,2145.9
135.9827,60.60,2400.0,2145.9
136.1816,60.60,2400.0,2146.7
136.3838,61.15,2400.0,2147.1
136.5833,62.25,2400.0,2146.4
136.7853,60.60,2400.0,2146.0
136.9834,60.60,2400.0,2146.4
137.1820,62.25,2400.0,2145.5
137.3833,59.50,2400.0,2145.8
137.5857,61.15,2400.0,2145.8
137.7853,60.05,2400.0,2144.9
137.9826,61.70,2400.0,2145.2
138.1824,59.50,2400.0,2145.9
138.3859,59.50,2400.0,2145.6
138.5851,61.15,2400.0,2144.9
138.7832,60.60,2400.0,2144.4
138.9834,60.60,2400.0,2144.6
139.1833,61.15,2400.0,2144.6
139.3830,62.25,2400.0,2145.0
139.5840,60.60,2400.0,2144.0
139.7869,60.05,2400.0,2144.3
139.9851,60.05,2400.0,2145.2
140.1864,60.05,2400.0,2145.7
140.3855,60.60,2400.0,2145.7
140.5858,61.15,2400.0,2144.0
140.7873,61.70,2400.0,2144.0
140.9872,61.70,2400.0,2144.3
141.1859,60.60,2400.0,2144.3
141.3863,62.25,2400.0,2144.3
141.5864,61.70,2400.0,2143.4
141.7893,61.70,2400.0,2143.6
141.9865,61.70,2400.0,2143.6
142.1866,62.25,2400.0,2143.9
142.3876,62.25,2400.0,2144.3
142.5894,62.80,2400.0,2144.5
142.7871,62.80,2400.0,2144.5
142.9874,61.15,2400.0,2144.2
143.1873,62.25,2400.0,2144.2
143.3881,62.25,2400.0,2144.2
143.5908,62.80,2400.0,2144.1
143.7893,61.70,2400.0,2144.1
143.9906,61.15,2400.0,2144.1
144.1946,61.15,2400.0,2143.6
144.3914,60.60,2400.0,2142.8
144.5921,62.25,2400.0,2143.0
144.7932,61.15,2400.0,2143.0
144.9896,61.15,2400.0,2143.0
145.1934,62.25,2400.0,2143.0
145.3916,61.15,2400.0,2143.0
145.5933,62.80,2400.0,2143.4
145.7904,61.70,2400.0,2143.4
145.9904,62.80,2400.0,2143.3
146.1905,62.25,2400.0,2143.5
146.3905,62.80,2400.0,2143.5
146.5926,61.70,2400.0,2143.4
